step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
874,727380,1748,0.022939548455711545,1.0,1.0,,,,,
875,728566,1750,0.027691186111080637,1.0,1.0,,,,,
876,729624,1752,0.02613059810286883,1.0,1.0,,,,,
877,729850,1754,0.025915886038787254,1.0,1.0,,,,,
878,730172,1756,0.021357858795990975,1.0,1.0,,,,,
879,730798,1758,0.02082647757300714,1.0,1.0,,,,,
880,731696,1760,0.01832334941173964,1.0,1.0,,,,,
881,732178,1762,0.019569334324626653,1.0,1.0,0.01374032478621845,1.0,1.0,,
882,732500,1764,0.021719009164852653,1.0,1.0,,,,,
883,733078,1766,0.015104855822326204,1.0,1.0,,,,,
884,733688,1768,0.023275384489424095,1.0,1.0,,,,,
885,734586,1770,0.02547074908482679,1.0,1.0,,,,,
886,738524,1772,0.010822375297201757,0.5,0.75,,,,,
887,739070,1774,0.026655060270794124,0.5,0.75,,,,,
888,739360,1776,0.026092818332144815,1.0,1.0,,,,,
889,739634,1778,0.02133698565971345,1.0,1.0,0.02969204551823352,0.0,0.5,,
890,740356,1780,0.012397732710604943,0.5,0.75,,,,,
891,740934,1782,0.02208729508836263,1.0,1.0,,,,,
892,741800,1784,0.021523434481886296,1.0,1.0,,,,,
893,743162,1786,0.011910749335556683,1.0,1.0,,,,,
894,744092,1788,0.018640232869705686,1.0,1.0,,,,,
895,744334,1790,0.02264884230358803,1.0,1.0,,,,,
896,745808,1792,0.022056794975534994,1.0,1.0,,,,,
897,746114,1794,0.022631552876532384,1.0,1.0,0.0199214857659487,1.0,1.0,,
898,746724,1796,0.018962475713498482,1.0,1.0,,,,,
899,748038,1798,0.01616277073669175,1.0,1.0,,,,,
900,748440,1800,0.015280082423642864,1.0,1.0,,,,,
901,749002,1802,0.022940533756662,0.5,0.75,,,,,
902,749404,1804,0.026434128006821992,1.0,1.0,,,,,
903,750206,1806,0.027850802975983243,1.0,1.0,,,,,
904,751248,1808,0.015218672043252113,1.0,1.0,,,,,
905,751426,1810,0.022051604339609513,1.0,1.0,0.017852909581344497,1.0,1.0,,
906,753460,1812,0.01541818143809927,1.0,1.0,,,,,
907,753942,1814,0.01679984694910187,1.0,1.0,,,,,
908,754696,1816,0.019903015687238835,1.0,1.0,,,,,
909,755274,1818,0.015717147303544152,1.0,1.0,,,,,
910,755772,1820,0.02016323190694288,1.0,1.0,,,,,
911,756302,1822,0.01836211199741683,1.0,1.0,,,,,
912,756816,1824,0.025283930804073405,1.0,1.0,,,,,
913,757234,1826,0.020280988612075116,1.0,1.0,0.02641540643025413,1.0,1.0,,
914,757828,1828,0.01676309842995825,1.0,1.0,,,,,
915,758214,1830,0.02219573374475639,1.0,1.0,,,,,
916,758856,1832,0.023232916827344526,1.0,1.0,,,,,
917,760650,1834,0.022748548157619147,1.0,1.0,,,,,
918,762140,1836,0.015069576944460495,1.0,1.0,,,,,
919,763134,1838,0.019044056217805316,1.0,1.0,,,,,
920,763280,1840,0.030803526251519442,1.0,1.0,,,,,
921,763442,1842,0.02832474346860727,1.0,1.0,0.02850778575224936,1.0,1.0,,
922,763860,1844,0.018809503571264242,1.0,1.0,,,,,
923,765462,1846,0.01595052597579461,1.0,1.0,,,,,
924,766968,1848,0.02210051307530348,1.0,1.0,,,,,
925,767338,1850,0.024084336955709103,1.0,1.0,,,,,
926,767708,1852,0.023131195173227752,1.0,1.0,,,,,
927,767982,1854,0.028974211168532583,1.0,1.0,,,,,
928,769856,1856,0.018730080541690883,1.0,1.0,,,,,
929,770354,1858,0.026139416159061395,1.0,1.0,0.022403735785932303,0.5,0.75,,
930,770628,1860,0.02295590321372348,1.0,1.0,,,,,
931,771510,1862,0.01656094366770805,1.0,1.0,,,,,
932,772328,1864,0.02413988945895912,1.0,1.0,,,,,
933,772890,1866,0.03016986594921192,0.5,0.75,,,,,
934,773916,1868,0.017349108521051447,1.0,1.0,,,,,
935,774222,1870,0.02599250220378771,1.0,1.0,,,,,
936,774880,1872,0.02012962104766014,1.0,1.0,,,,,
937,775362,1874,0.01887038453453601,1.0,1.0,0.023040662649502674,1.0,1.0,,
938,776068,1876,0.031205545012305925,1.0,1.0,,,,,
939,776566,1878,0.024397956886226042,1.0,1.0,,,,,
940,777096,1880,0.026080167651925324,1.0,1.0,,,,,
941,777370,1882,0.030779166484954282,0.5,0.75,,,,,
942,777772,1884,0.023437207866776957,1.0,1.0,,,,,
943,778910,1886,0.01965297614792286,1.0,1.0,,,,,
944,779456,1888,0.02221600042139645,1.0,1.0,,,,,
945,779938,1890,0.036745863788483504,0.5,0.75,0.005658518956714921,0.5,0.75,,
946,780580,1892,0.02073000465140444,1.0,1.0,,,,,
947,781254,1894,0.022287407644099793,1.0,1.0,,,,,
948,781384,1896,0.046185732382236895,0.5,0.75,,,,,
949,781802,1898,0.022141061258012438,1.0,1.0,,,,,
950,782556,1900,0.011453896020821822,1.0,1.0,,,,,
951,783102,1902,0.0248593696983958,1.0,1.0,,,,,
952,783664,1904,0.019204121418649654,1.0,1.0,,,,,
953,783906,1906,0.02489865111178854,1.0,1.0,0.02254981272020283,1.0,1.0,,
954,784676,1908,0.018814640634788212,1.0,1.0,,,,,
955,785014,1910,0.029210808245170045,0.5,0.75,,,,,
956,786072,1912,0.01684050238934574,1.0,1.0,,,,,
957,786442,1914,0.018109552958091586,1.0,1.0,,,,,
958,786892,1916,0.02551064225585508,1.0,1.0,,,,,
959,787966,1918,0.020327742646338146,1.0,1.0,,,,,
960,788480,1920,0.018422929040598886,1.0,1.0,,,,,
961,790498,1922,0.011775148660975052,0.5,0.75,0.01821138358258254,1.0,1.0,,
962,791268,1924,0.018339982828143777,0.5,0.75,,,,,
963,791878,1926,0.01957812993463856,1.0,1.0,,,,,
964,792488,1928,0.018567141121506047,1.0,1.0,,,,,
965,793098,1930,0.021711821387067943,1.0,1.0,,,,,
966,793532,1932,0.023670905312643566,1.0,1.0,,,,,
967,793950,1934,0.016477167612757304,1.0,1.0,,,,,
968,795136,1936,0.014512154415868932,1.0,1.0,,,,,
969,795554,1938,0.021805175936001783,1.0,1.0,0.01974502138732101,0.5,0.75,,
970,796404,1940,0.017300000592918224,1.0,1.0,,,,,
971,796822,1942,0.021806328760486535,1.0,1.0,,,,,
972,797400,1944,0.028143234600501173,1.0,1.0,,,,,
973,797994,1946,0.01625455538615929,1.0,1.0,,,,,
974,798316,1948,0.026894713841320934,1.0,1.0,,,,,
975,798846,1950,0.022258228680503003,1.0,1.0,,,,,
976,799008,1952,0.030190329231081704,1.0,1.0,,,,,
977,800098,1954,0.018005879199604353,1.0,1.0,0.03866479401195989,0.5,0.75,,
978,801252,1956,0.01923600573138515,1.0,1.0,,,,,
979,801414,1958,0.03143661277039064,1.0,1.0,,,,,
980,802328,1960,0.025868920707902556,0.5,0.75,,,,,
981,803578,1962,0.02187045518216547,1.0,1.0,,,,,
982,804060,1964,0.020161537303648707,1.0,1.0,,,,,
983,805038,1966,0.019486676937750556,1.0,1.0,,,,,
984,805824,1968,0.018603488109416057,1.0,1.0,,,,,
985,806018,1970,0.03402798487728736,0.5,0.75,0.022479620534007115,1.0,1.0,,
986,806724,1972,0.023126546164758736,1.0,1.0,,,,,
987,807462,1974,0.023000021916325986,1.0,1.0,,,,,
988,808536,1976,0.020277551673080412,1.0,1.0,,,,,
989,809338,1978,0.02087744796028719,1.0,1.0,,,,,
990,809580,1980,0.020260711768466232,1.0,1.0,,,,,
991,810318,1982,0.019245762381063326,1.0,1.0,,,,,
992,810864,1984,0.017163616907001758,1.0,1.0,,,,,
993,812450,1986,0.014237366430132783,1.0,1.0,0.028153369058083078,1.0,1.0,,
994,813316,1988,0.020646540897107737,0.5,0.75,,,,,
995,813526,1990,0.020728496564522806,1.0,1.0,,,,,
996,814120,1992,0.020058126407449545,1.0,1.0,,,,,
997,814490,1994,0.023793968015986888,0.0,0.5,,,,,
998,814636,1996,0.028618508154555054,1.0,1.0,,,,,
999,815438,1998,0.020375043072740073,1.0,1.0,,,,,
1000,817360,2000,0.011447132819072673,1.0,1.0,,,,,
1001,818194,2002,0.019345702612571795,1.0,1.0,0.017610103695838725,1.0,1.0,,
1002,818500,2004,0.028127295442058983,1.0,1.0,,,,,
1003,819030,2006,0.02706910992216928,1.0,1.0,,,,,
1004,819704,2008,0.024331452445661678,1.0,1.0,,,,,
1005,820842,2010,0.007411869344757199,0.5,0.75,,,,,
1006,821772,2012,0.017107656011774545,1.0,1.0,,,,,
1007,822366,2014,0.01421637112007522,1.0,1.0,,,,,
1008,823504,2016,0.01822436864772614,1.0,1.0,,,,,
1009,823842,2018,0.02134321660202702,1.0,1.0,0.01828102420129459,0.5,0.75,,
1010,825908,2020,0.014657433666764117,1.0,1.0,,,,,
1011,826646,2022,0.017166370819607278,1.0,1.0,,,,,
1012,826968,2024,0.021362514607818413,1.0,1.0,,,,,
1013,830394,2026,0.004980638427759281,0.5,0.5,,,,,
1014,830860,2028,0.025126917824571854,0.5,0.75,,,,,
1015,831358,2030,0.028713328115704973,1.0,1.0,,,,,
1016,832112,2032,0.03122235896144614,1.0,1.0,,,,,
1017,832578,2034,0.01711628003454813,0.5,0.75,0.013869281677244875,1.0,1.0,,
1018,833364,2036,0.018039201063761633,1.0,1.0,,,,,
1019,835030,2038,0.016368960035166018,1.0,1.0,,,,,
1020,835672,2040,0.020467341090394255,1.0,1.0,,,,,
1021,837626,2042,0.018574155949794002,1.0,1.0,,,,,
1022,838668,2044,0.014439778831357393,1.0,1.0,,,,,
1023,839550,2046,0.020491893855781117,1.0,1.0,,,,,
1024,840224,2048,0.016676480899250345,0.5,0.75,,,,,
1025,841346,2050,0.015508911189449465,1.0,1.0,0.018102414705782922,1.0,1.0,,
1026,842804,2052,0.017147374412832473,1.0,1.0,,,,,
1027,846774,2054,0.004669646186326757,1.0,1.0,,,,,
1028,847160,2056,0.01740447680701247,1.0,1.0,,,,,
1029,847690,2058,0.028761856936950034,1.0,1.0,,,,,
1030,849372,2060,0.02465719310608182,1.0,1.0,,,,,
1031,849918,2062,0.02658163145704775,1.0,1.0,,,,,
1032,850080,2064,0.02621728819605778,1.0,1.0,,,,,
1033,850770,2066,0.023283032256588548,1.0,1.0,0.019198622068005218,1.0,1.0,,
1034,851396,2068,0.020061495998300486,0.5,0.75,,,,,
1035,852198,2070,0.01589747369005763,1.0,1.0,,,,,
1036,852488,2072,0.019644185006944405,1.0,1.0,,,,,
1037,853562,2074,0.017775395629216102,1.0,1.0,,,,,
1038,853884,2076,0.02176124690773668,1.0,1.0,,,,,
1039,854174,2078,0.026966008372815445,1.0,1.0,,,,,
1040,854592,2080,0.023851260919871567,1.0,1.0,,,,,
1041,855218,2082,0.027426574859566292,1.0,1.0,0.017264410447380755,1.0,1.0,,
1042,855716,2084,0.022797399290129763,1.0,1.0,,,,,
1043,856854,2086,0.013217697217031475,1.0,1.0,,,,,
1044,857464,2088,0.01532944207293009,1.0,1.0,,,,,
1045,858074,2090,0.027006356110674746,1.0,1.0,,,,,
1046,859036,2092,0.01925816286410312,1.0,1.0,,,,,
1047,859518,2094,0.02213022912328112,1.0,1.0,,,,,
1048,860384,2096,0.0198678019524295,1.0,1.0,,,,,
1049,861250,2098,0.017944536276450148,1.0,1.0,0.022850769318113685,0.5,0.75,,
1050,862324,2100,0.029970315786436892,1.0,1.0,,,,,
1051,864230,2102,0.020566594433365542,0.5,0.75,,,,,
1052,865352,2104,0.02814275380263098,1.0,1.0,,,,,
1053,866842,2106,0.02285594575757983,1.0,1.0,,,,,
1054,868556,2108,0.015334113357634415,1.0,1.0,,,,,
1055,869150,2110,0.023578354086945134,1.0,1.0,,,,,
1056,869520,2112,0.0213228933113754,1.0,1.0,,,,,
1057,869842,2114,0.025110655614445705,1.0,1.0,0.016045087198300566,1.0,1.0,,
1058,870516,2116,0.025949495357678664,1.0,1.0,,,,,
1059,871046,2118,0.014943092916005162,1.0,1.0,,,,,
1060,871512,2120,0.023087831590877583,1.0,1.0,,,,,
1061,874122,2122,0.008687503980805476,1.0,1.0,,,,,
1062,874700,2124,0.026270793166384514,1.0,1.0,,,,,
1063,876878,2126,0.01812438343931435,0.5,0.75,,,,,
1064,877216,2128,0.0297713921784002,1.0,1.0,,,,,
1065,879074,2130,0.02889501196418686,1.0,1.0,0.029792977007244714,1.0,1.0,,
1066,879588,2132,0.028867377297339233,1.0,1.0,,,,,
1067,880614,2134,0.019635761592556946,0.5,0.75,,,,,
1068,880952,2136,0.023981669372212872,1.0,1.0,,,,,
1069,881130,2138,0.023604051938026796,1.0,1.0,,,,,
1070,882012,2140,0.03170897202407816,0.5,0.75,,,,,
1071,882366,2142,0.029538056437999824,1.0,1.0,,,,,
1072,882736,2144,0.018541699694967422,1.0,1.0,,,,,
1073,883010,2146,0.020282836982843597,1.0,1.0,0.022572262765073698,0.5,0.75,,
1074,883892,2148,0.015435753030955478,1.0,1.0,,,,,
1075,885126,2150,0.017700003915444965,1.0,1.0,,,,,
1076,885240,2152,0.024280998336650685,1.0,1.0,,,,,
1077,886010,2154,0.021120431410514964,1.0,1.0,,,,,
1078,888844,2156,0.015584453409670913,1.0,1.0,,,,,
1079,889118,2158,0.05174347926121353,0.5,0.75,,,,,
1080,889680,2160,0.021513046253942125,1.0,1.0,,,,,
1081,889858,2162,0.02087091949761419,1.0,1.0,0.016459398213113995,1.0,1.0,,
1082,890484,2164,0.022727302988588723,1.0,1.0,,,,,
1083,890758,2166,0.02775389970434844,0.5,0.75,,,,,
1084,891368,2168,0.01885216632853084,1.0,1.0,,,,,
1085,891850,2170,0.024862522361318955,1.0,1.0,,,,,
1086,895548,2172,0.015550602767109753,0.5,0.75,,,,,
1087,896190,2174,0.01612662959331374,1.0,1.0,,,,,
1088,897968,2176,0.01846022405132759,1.0,1.0,,,,,
1089,899554,2178,0.01600813754514212,1.0,1.0,0.020370642349719678,1.0,1.0,,
1090,899876,2180,0.020441702161766447,1.0,1.0,,,,,
1091,900230,2182,0.01993433414491268,1.0,1.0,,,,,
1092,900536,2184,0.019982530526477173,1.0,1.0,,,,,
1093,900874,2186,0.023815423011658694,1.0,1.0,,,,,
1094,901260,2188,0.020568152016330336,1.0,1.0,,,,,
1095,901838,2190,0.020834163749856693,1.0,1.0,,,,,
1096,902288,2192,0.018924175216065382,1.0,1.0,,,,,
1097,903042,2194,0.01977787798035034,1.0,1.0,0.02400939631870499,1.0,1.0,,
1098,903364,2196,0.037514450321034024,0.5,0.75,,,,,
1099,904278,2198,0.007314487833142553,1.0,1.0,,,,,
1100,905160,2200,0.018876940161299323,1.0,1.0,,,,,
1101,905914,2202,0.027432387082179124,1.0,1.0,,,,,
1102,906844,2204,0.017053283112039432,1.0,1.0,,,,,
1103,908894,2206,0.017891363352049015,1.0,1.0,,,,,
1104,909776,2208,0.01853024855342003,1.0,1.0,,,,,
1105,910754,2210,0.00722486828875114,1.0,1.0,0.01737082021812967,1.0,1.0,,
1106,911268,2212,0.0213918713844663,1.0,1.0,,,,,
1107,911446,2214,0.0879826122137737,0.0,0.5,,,,,
1108,912200,2216,0.01780401544833481,1.0,1.0,,,,,
1109,915178,2218,0.024251002680318077,1.0,1.0,,,,,
1110,915452,2220,0.023093424195761093,1.0,1.0,,,,,
1111,915774,2222,0.024200402010335895,0.5,0.75,,,,,
1112,916496,2224,0.021437263756370863,1.0,1.0,,,,,
1113,916818,2226,0.018763389725556863,1.0,1.0,0.02725877141533089,1.0,1.0,,
1114,917236,2228,0.01951093499700549,1.0,1.0,,,,,
1115,917798,2230,0.02256408623038858,0.5,0.75,,,,,
1116,919480,2232,0.019074710271660522,1.0,1.0,,,,,
1117,919770,2234,0.024296419959481577,1.0,1.0,,,,,
1118,920620,2236,0.018929281057217546,1.0,1.0,,,,,
1119,921342,2238,0.01295559513670796,1.0,1.0,,,,,
1120,922304,2240,0.024713200298205038,1.0,1.0,,,,,
1121,923186,2242,0.02058621545711371,1.0,1.0,0.021044377017719853,0.5,0.75,,
1122,924148,2244,0.01974293372388638,1.0,1.0,,,,,
1123,924486,2246,0.022711035458021448,1.0,1.0,,,,0.8714285492897034,0.8666767951163924
1124,925048,2248,0.015354253457567081,1.0,1.0,,,,,
1125,925258,2250,0.021355758619482426,1.0,1.0,,,,,
1126,925740,2252,0.021072305004800604,1.0,1.0,,,,,
1127,925934,2254,0.026599757789351013,1.0,1.0,,,,,
1128,926176,2256,0.02271526551880038,1.0,1.0,,,,,
1129,926658,2258,0.02633689106856279,1.0,1.0,0.029599898465698302,1.0,1.0,,
1130,927268,2260,0.01857188884145121,1.0,1.0,,,,,
1131,928374,2262,0.023928546230028745,1.0,1.0,,,,,
1132,928856,2264,0.021185478610184872,1.0,1.0,,,,,
1133,929546,2266,0.024452905040454297,1.0,1.0,,,,,
1134,930236,2268,0.0190912800318093,1.0,1.0,,,,,
1135,931038,2270,0.015706158068466536,1.0,1.0,,,,,
1136,933200,2272,0.018253024766403003,1.0,1.0,,,,,
1137,934178,2274,0.01620583450623241,1.0,1.0,0.025388563397394225,1.0,1.0,,
1138,936852,2276,0.006069609078096321,1.0,1.0,,,,,
1139,937222,2278,0.014704995850577532,1.0,1.0,,,,,
1140,937976,2280,0.018433324897541948,1.0,1.0,,,,,
1141,938682,2282,0.024558530079410213,1.0,1.0,,,,,
1142,938924,2284,0.027630481626838448,1.0,1.0,,,,,
1143,939502,2286,0.01356902473262835,1.0,1.0,,,,,
1144,940016,2288,0.025777316063683883,1.0,1.0,,,,,
1145,941506,2290,0.015042287570907137,1.0,1.0,0.013459875009126876,1.0,1.0,,
1146,942308,2292,0.01651805845076888,1.0,1.0,,,,,
1147,943510,2294,0.013878920975071015,1.0,1.0,,,,,
1148,944088,2296,0.016281641965612534,1.0,1.0,,,,,
1149,944858,2298,0.022175709481077773,1.0,1.0,,,,,
1150,946364,2300,0.020456796746070243,1.0,1.0,,,,,
1151,946974,2302,0.01595628849274937,1.0,1.0,,,,,
1152,947536,2304,0.016838679898566886,1.0,1.0,,,,,
1153,947794,2306,0.02541015577670805,1.0,1.0,0.022844754403709748,1.0,1.0,,
1154,948612,2308,0.02013898242186288,1.0,1.0,,,,,
1155,949014,2310,0.018539018375119124,1.0,1.0,,,,,
1156,949784,2312,0.02176478924704971,1.0,1.0,,,,,
1157,949946,2314,0.018116724307677943,1.0,1.0,,,,,
1158,950156,2316,0.024173633125046765,1.0,1.0,,,,,
1159,951118,2318,0.004965522531330938,1.0,1.0,,,,,
1160,951888,2320,0.017083566676487496,1.0,1.0,,,,,
1161,954866,2322,0.015012878904160835,1.0,1.0,0.024291717546996855,1.0,1.0,,
1162,955380,2324,0.01867662292844386,1.0,1.0,,,,,
1163,956166,2326,0.014307111822792385,1.0,1.0,,,,,
1164,956968,2328,0.01789502866562507,1.0,1.0,,,,,
1165,958346,2330,0.025032242283138533,1.0,1.0,,,,,
1166,959740,2332,0.01660303119234147,1.0,1.0,,,,,
1167,960382,2334,0.012524035832062247,1.0,1.0,,,,,
1168,960880,2336,0.025948752673780436,1.0,1.0,,,,,
1169,961634,2338,0.017893324167244696,1.0,1.0,0.0180091985776744,1.0,1.0,,
1170,962036,2340,0.026907036487010188,1.0,1.0,,,,,
1171,963766,2342,0.019809509220228682,1.0,1.0,,,,,
1172,965336,2344,0.02266206839772515,1.0,1.0,,,,,
1173,966106,2346,0.01804785684544451,1.0,1.0,,,,,
1174,966700,2348,0.01865933776436012,1.0,1.0,,,,,
1175,967070,2350,0.020771585840518487,1.0,1.0,,,,,
1176,967552,2352,0.013233640390469648,1.0,1.0,,,,,
1177,968002,2354,0.016750803942163005,1.0,1.0,0.020338025694152616,1.0,1.0,,
1178,968708,2356,0.017436473984190466,1.0,1.0,,,,,
1179,969734,2358,0.020403885912500926,1.0,1.0,,,,,
1180,971192,2360,0.023490270630705322,1.0,1.0,,,,,
1181,972490,2362,0.024372954228932896,1.0,1.0,,,,,
1182,974364,2364,0.01736524195825313,1.0,1.0,,,,,
1183,975166,2366,0.025068676950145665,1.0,1.0,,,,,
1184,976176,2368,0.0164538808455471,1.0,1.0,,,,,
1185,979330,2370,0.006148877710708009,1.0,1.0,0.023128752636767357,0.5,0.75,,
1186,979556,2372,0.022680671055064265,1.0,1.0,,,,,
1187,980038,2374,0.021117613087990927,1.0,1.0,,,,,
1188,980968,2376,0.01675720780299594,1.0,1.0,,,,,
1189,981722,2378,0.030784412370108608,1.0,1.0,,,,,
1190,982812,2380,0.02718700119377671,1.0,1.0,,,,,
1191,983518,2382,0.01762808931974488,1.0,1.0,,,,,
1192,984128,2384,0.020984967430089048,1.0,1.0,,,,,
1193,987778,2386,0.004774748525466183,1.0,1.0,0.018182005385134727,1.0,1.0,,
1194,988068,2388,0.020308234968013296,1.0,1.0,,,,,
1195,989894,2390,0.01873511781886747,1.0,1.0,,,,,
1196,990040,2392,0.023363013879724247,1.0,1.0,,,,,
1197,991722,2394,0.014960858827477448,1.0,1.0,,,,,
1198,992556,2396,0.023837981233079793,1.0,1.0,,,,,
1199,992910,2398,0.025157594102347504,1.0,1.0,,,,,
1200,993600,2400,0.017422343866699778,1.0,1.0,,,,,
1201,994082,2402,0.023766019235668255,1.0,1.0,0.026043619449854817,1.0,1.0,,
1202,995092,2404,0.009534185870024272,1.0,1.0,,,,,
1203,995382,2406,0.013659671816170277,1.0,1.0,,,,,
1204,995672,2408,0.024980192505910152,1.0,1.0,,,,,
1205,996122,2410,0.02785759866985018,1.0,1.0,,,,,
1206,997980,2412,0.018152708767643237,1.0,1.0,,,,,
1207,998270,2414,0.02488075888272571,1.0,1.0,,,,,
1208,998752,2416,0.024270405391438547,1.0,1.0,,,,,
1209,999746,2418,0.015339426905377788,1.0,1.0,0.02023591353586318,1.0,1.0,,
1210,1000868,2420,0.020275894993137106,1.0,1.0,,,,,
1211,1001846,2422,0.017736615127356404,1.0,1.0,,,,,
1212,1002088,2424,0.03205435814593815,1.0,1.0,,,,,
1213,1002698,2426,0.02324653265851315,1.0,1.0,,,,,
1214,1003420,2428,0.02273922963774324,1.0,1.0,,,,,
1215,1003630,2430,0.025465462359921868,1.0,1.0,,,,,
1216,1004064,2432,0.026480034098786173,1.0,1.0,,,,,
1217,1005154,2434,0.018413555428338335,1.0,1.0,0.023437573128558143,1.0,1.0,,
1218,1005748,2436,0.017148093586178425,1.0,1.0,,,,,
1219,1007670,2438,0.010118817399605256,1.0,1.0,,,,,
1220,1008296,2440,0.018726122765791702,1.0,1.0,,,,,
1221,1008794,2442,0.019729024438724842,1.0,1.0,,,,,
1222,1010396,2444,0.020957523099542002,1.0,1.0,,,,,
1223,1011662,2446,0.021945621691930636,1.0,1.0,,,,,
1224,1012320,2448,0.02523692496919533,1.0,1.0,,,,,
1225,1012690,2450,0.02339033130552549,1.0,1.0,0.016018065111067396,1.0,1.0,,
1226,1013076,2452,0.016256244639612685,1.0,1.0,,,,,
1227,1013350,2454,0.019696357489841936,1.0,1.0,,,,,
1228,1014472,2456,0.014951969966861402,1.0,1.0,,,,,
1229,1015194,2458,0.020716399544361087,1.0,1.0,,,,,
1230,1015388,2460,0.021920328970230305,1.0,1.0,,,,,
1231,1017326,2462,0.021923758653237136,1.0,1.0,,,,,
1232,1017824,2464,0.027221149451865014,1.0,1.0,,,,,
1233,1019074,2466,0.026565518041926247,1.0,1.0,0.02468240078170661,1.0,1.0,,
1234,1019412,2468,0.023932631716003624,1.0,1.0,,,,,
1235,1019926,2470,0.01886222788093306,1.0,1.0,,,,,
1236,1020744,2472,0.019869049256252696,1.0,1.0,,,,,
1237,1021226,2474,0.02798573725101778,1.0,1.0,,,,,
1238,1022124,2476,0.022309936685920292,1.0,1.0,,,,,
1239,1022926,2478,0.023655427894295054,1.0,1.0,,,,,
1240,1023936,2480,0.014540208796658145,1.0,1.0,,,,,
1241,1024434,2482,0.024637789728402998,1.0,1.0,0.06355380864644757,0.5,0.75,,
1242,1026116,2484,0.017476358926345748,1.0,1.0,,,,,
1243,1026342,2486,0.029676522902734308,1.0,1.0,,,,,
1244,1026984,2488,0.022876474014991342,1.0,1.0,,,,,
1245,1027754,2490,0.021288259472710628,1.0,1.0,,,,,
1246,1028252,2492,0.016068880560295425,1.0,1.0,,,,,
1247,1028654,2494,0.022889371135442708,1.0,1.0,,,,,
1248,1029056,2496,0.028397318745001208,1.0,1.0,,,,,
1249,1029634,2498,0.012861172264025403,1.0,1.0,0.01896660963154523,1.0,1.0,,
1250,1029860,2500,0.023502859348665767,1.0,1.0,,,,,
1251,1030534,2502,0.018529012705294334,1.0,1.0,,,,,
1252,1031080,2504,0.02411270941470314,1.0,1.0,,,,,
1253,1032794,2506,0.02046971462609245,1.0,1.0,,,,,
1254,1033788,2508,0.008237450510536504,1.0,1.0,,,,,
1255,1035630,2510,0.014272248292059945,1.0,1.0,,,,,
1256,1035856,2512,0.022344380205911094,1.0,1.0,,,,,
1257,1036786,2514,0.023181442565567815,0.5,0.75,0.02816505026696743,1.0,1.0,,
1258,1037860,2516,0.0180447648695817,1.0,1.0,,,,,
1259,1040486,2518,0.016264226150507644,1.0,1.0,,,,,
1260,1041352,2520,0.017881131513984707,1.0,1.0,,,,,
1261,1042122,2522,0.016402542029024594,1.0,1.0,,,,,
1262,1044076,2524,0.018827885196210516,1.0,1.0,,,,,
1263,1045182,2526,0.018948890474277235,1.0,1.0,,,,,
1264,1046400,2528,0.020510440072118018,1.0,1.0,,,,,
1265,1046914,2530,0.014748284700606292,1.0,1.0,0.025919780527240487,1.0,1.0,,
1266,1047332,2532,0.022495697270306456,1.0,1.0,,,,,
1267,1049590,2534,0.0057971470658700446,1.0,1.0,,,,,
1268,1050120,2536,0.01866444642597034,1.0,1.0,,,,,
1269,1051018,2538,0.014088068963756086,1.0,1.0,,,,,
1270,1051628,2540,0.02780027628228613,1.0,1.0,,,,,
1271,1052126,2542,0.01935988779160271,1.0,1.0,,,,,
1272,1054496,2544,0.003659603558745973,1.0,1.0,,,,,
1273,1055186,2546,0.02349051773640472,0.5,0.75,0.02382226680230112,1.0,1.0,,
1274,1055348,2548,0.02243689325717787,1.0,1.0,,,,,
1275,1055862,2550,0.022788845947831506,1.0,1.0,,,,,
1276,1056600,2552,0.021626794754024358,1.0,1.0,,,,,
1277,1056986,2554,0.02278365346535641,1.0,1.0,,,,,
1278,1057724,2556,0.015413363786369207,1.0,1.0,,,,,
1279,1058622,2558,0.019840984010237598,1.0,1.0,,,,,
1280,1059504,2560,0.020329273593029943,1.0,1.0,,,,,
1281,1059874,2562,0.027524459091074555,1.0,1.0,0.015520860913986245,1.0,1.0,,
1282,1061060,2564,0.014469685965174929,1.0,1.0,,,,,
1283,1062262,2566,0.01689811843195482,1.0,1.0,,,,,
1284,1062888,2568,0.015608180341245177,1.0,1.0,,,,,
1285,1063114,2570,0.030635978498973735,1.0,1.0,,,,,
1286,1063276,2572,0.024276088028426786,1.0,1.0,,,,,
1287,1063950,2574,0.01647834519473171,1.0,1.0,,,,,
1288,1064864,2576,0.01685620505109431,0.5,0.75,,,,,
1289,1065346,2578,0.02047302803264756,1.0,1.0,0.03147963817901301,0.5,0.75,,
1290,1065892,2580,0.0173504758982877,1.0,1.0,,,,,
1291,1066246,2582,0.02212901742988751,1.0,1.0,,,,,
1292,1066616,2584,0.025245776857583894,1.0,1.0,,,,,
1293,1066906,2586,0.022649857440725205,1.0,1.0,,,,,
1294,1067228,2588,0.04498425449206206,0.5,0.75,,,,,
1295,1067550,2590,0.01912676568559618,1.0,1.0,,,,,
1296,1068160,2592,0.019363115473446386,1.0,1.0,,,,,
1297,1068594,2594,0.025436172648302023,1.0,1.0,0.01984632427117983,1.0,1.0,,
1298,1068916,2596,0.024566297767218203,1.0,1.0,,,,,
